Housing ID,price,area,bedrooms,bathrooms,stories,mainroad,Mainroad1,guestroom,Guestroom1,basement,basement1,hotwaterheating,Hotwaterheating2,airconditioning,Airconditioning3,parking,prefarea,Prefarea1,furnishingstatus
Housing id -12419,4159072.0724354,9596.676297576934,4.440976687788018,3.0030141658968454,1.9115487894763024,no,0,no,0,yes,1,no,0,no,0,1.9268853981454948,yes,1,semi-furnished
Housing id -12420,8081136.337947806,3849.936641643683,4.002533698574498,1.5939594487757596,3.3689726570358673,no,0,yes,1,yes,1,yes,1,no,0,1.3101581947792578,yes,1,furnished
Housing id -12421,6059584.786590265,7057.635222287659,4.192882832070223,1.873869065384493,3.1742745807717947,yes,1,yes,1,no,0,no,0,no,0,1.9523710146670745,no,0,furnished
Housing id -12422,10697257.044597065,2735.8422315655525,2.7565241190249825,3.8184135844431224,2.8295730617332544,no,0,no,0,yes,1,no,0,no,0,0.703403442033977,no,0,semi-furnished
Housing id -12423,7077365.819032745,8273.700856148023,5.495235614232015,1.7168270887637744,3.0693633792179376,no,0,no,0,no,0,yes,1,yes,1,0.3413781655590251,yes,1,semi-furnished
Housing id -12424,2979671.429022932,10235.305167623228,1.2795202995934354,2.205520324437655,3.1892009139522797,no,0,yes,1,no,0,no,0,yes,1,2.5622478780166573,no,0,furnished
Housing id -12425,10173282.36285062,11200.58129999593,3.840656410129319,2.6239344256683608,2.1604069571330777,yes,1,no,0,yes,1,no,0,yes,1,2.110798143844315,no,0,semi-furnished
Housing id -12426,10578494.84044215,13746.215696927538,1.437412918076248,2.8578910963844297,2.11718469445582,no,0,yes,1,yes,1,yes,1,yes,1,0.26291962165961413,no,0,furnished
Housing id -12427,4578009.061606206,2037.2727377701528,4.539095700885591,3.575046918578277,1.2018087782793325,yes,1,no,0,yes,1,yes,1,no,0,1.6985563473728162,no,0,semi-furnished
Housing id -12428,7069117.268135579,14483.943971407487,3.7734374285239722,1.8256869523901913,1.1990474782390084,no,0,no,0,yes,1,no,0,no,0,2.4956508176921557,no,0,furnished
Housing id -12429,9554534.057976611,5546.213661722154,1.1033568191432954,3.0206020599754932,3.0607916049054738,no,0,no,0,no,0,yes,1,yes,1,0.6350817346927706,no,0,unfurnished
Housing id -12430,11694379.464857062,4516.4497304323395,2.437135449895931,3.4261847270646384,3.6505798880101468,no,0,no,0,yes,1,yes,1,yes,1,2.464355299878064,no,0,semi-furnished
Housing id -12431,8339660.435475817,15439.214105042745,1.2232321965095652,1.0466521209302806,1.8229620702691287,yes,1,yes,1,no,0,no,0,yes,1,0.8686631306739957,no,0,unfurnished
Housing id -12432,5239906.7485271385,11196.836071323389,4.119678659480083,1.2646443604240698,3.9456497043867937,yes,1,no,0,yes,1,no,0,no,0,1.1299504673646188,no,0,furnished
Housing id -12433,10445865.862808755,6018.8095569171355,5.507095250851878,1.2538871874541115,3.3109133149943397,no,0,yes,1,yes,1,yes,1,no,0,1.115387305529521,yes,1,furnished
Housing id -12434,5819167.008878352,2801.9480537978397,5.192552862272172,1.080781000616824,3.0333112637775663,yes,1,no,0,no,0,yes,1,yes,1,1.9028455074797725,yes,1,unfurnished
Housing id -12435,2270442.269180829,8079.745148916307,1.6980588079373633,3.134058093567649,3.1290128991509794,yes,1,yes,1,no,0,yes,1,no,0,0.44174605260797906,yes,1,semi-furnished
Housing id -12436,12037640.196194228,5022.647167742096,5.2567818280261935,3.3694575726597673,2.6666835473519415,no,0,no,0,yes,1,yes,1,yes,1,1.7505952319511562,yes,1,semi-furnished
Housing id -12437,12630392.220592046,7498.878997058413,5.231408929328273,1.133264782010033,2.201093941611136,yes,1,no,0,no,0,no,0,yes,1,2.3677158350755625,no,0,furnished
Housing id -12438,4496286.7595802685,4523.061082407333,5.8378085471465795,2.526665795836734,1.9166189656463826,yes,1,yes,1,yes,1,yes,1,no,0,2.9033292070534524,yes,1,unfurnished
Housing id -12439,5905580.78196889,3612.1182372473877,4.953243217525437,3.1201785039506493,1.1696515547248874,yes,1,yes,1,no,0,no,0,no,0,2.7467633547693846,no,0,unfurnished
Housing id -12440,4649261.761497075,3547.2752699765683,2.8839190224515616,2.644975828728583,2.6945975189615927,no,0,yes,1,no,0,yes,1,yes,1,1.2379714235328896,yes,1,furnished
Housing id -12441,9192194.620746095,9260.089476869907,3.8871897647491522,1.4793840786339836,1.997649461024734,no,0,no,0,yes,1,yes,1,yes,1,2.5136973028895175,no,0,semi-furnished
Housing id -12442,8273639.387557138,14572.050881475649,5.310292985714755,2.1228119965640375,1.330910104202398,no,0,yes,1,yes,1,yes,1,no,0,2.8672070889311025,yes,1,unfurnished
Housing id -12443,10025333.040044243,8660.688284642478,5.002503488996959,2.1402789601992,1.4745569454242957,no,0,no,0,yes,1,no,0,no,0,0.48740834914739406,no,0,semi-furnished
Housing id -12444,10470001.966960154,2383.9092319094248,1.7735135076676687,1.1058346542558581,1.0651669284805119,no,0,no,0,yes,1,no,0,no,0,2.072021296466707,yes,1,semi-furnished
Housing id -12445,9364457.500155292,15827.612099306565,2.6746827897230654,1.7949604203416896,3.494613492287336,no,0,no,0,no,0,no,0,no,0,1.2465487361339171,yes,1,semi-furnished
Housing id -12446,10531091.770325024,6141.912556251785,5.7777976371980095,1.8487213318721745,1.0027281293715358,yes,1,no,0,no,0,yes,1,no,0,1.448333646458978,no,0,unfurnished
Housing id -12447,8891844.284917139,7430.500114865583,1.15055885605744,2.837392585438938,1.1033277477619619,yes,1,no,0,yes,1,yes,1,no,0,0.9383727869504538,no,0,unfurnished
Housing id -12448,11683409.686276749,8777.826419832374,3.827753792109193,1.2981590563120524,2.9865197511761394,no,0,no,0,no,0,yes,1,yes,1,1.5359076541557206,yes,1,semi-furnished
Housing id -12449,6091496.054521183,9832.451165727023,3.450202731003341,1.539213874907921,3.440709417048691,no,0,no,0,yes,1,no,0,no,0,1.2537979016201017,yes,1,furnished
Housing id -12450,10171555.208533205,13646.229489723375,2.514043583658069,1.7732766925138703,1.8954945289441851,no,0,no,0,yes,1,no,0,yes,1,0.15632753008653222,yes,1,semi-furnished
Housing id -12451,9158863.119318925,14407.836281204825,1.1353607239135783,1.846065337519373,2.7646442326982217,no,0,no,0,no,0,yes,1,yes,1,1.982491035102809,no,0,semi-furnished
Housing id -12452,11935446.199246582,4104.944035218991,3.3057395159894725,1.9684268736453183,1.2006706717443925,no,0,yes,1,no,0,yes,1,yes,1,1.9824443893829662,no,0,unfurnished
Housing id -12453,6135471.739490186,12770.978022244506,3.033801473391044,1.8827398396895887,1.4913197675569245,no,0,no,0,no,0,yes,1,yes,1,2.4448784063701416,no,0,unfurnished
Housing id -12454,6383359.342947915,15971.206578460646,3.648099826027943,1.9905484328710203,1.6285328585233874,yes,1,no,0,no,0,yes,1,no,0,1.9179809764319473,no,0,furnished
Housing id -12455,4636965.49078439,2880.708887594621,1.3028208108476949,3.609641963864247,2.9327161705467057,no,0,yes,1,no,0,yes,1,yes,1,2.5367908617088104,yes,1,semi-furnished
Housing id -12456,10687791.354239501,8384.503437016383,4.826296251509143,3.8900690145094314,1.894198087034682,yes,1,yes,1,no,0,no,0,no,0,1.5757900879599023,no,0,semi-furnished
Housing id -12457,3376439.5874140854,10904.10879074373,4.805804686766082,1.6661714062515436,1.5123063584519874,yes,1,no,0,no,0,yes,1,yes,1,2.374753286420008,yes,1,semi-furnished
Housing id -12458,9365430.343595736,14672.318081368481,3.280048563942068,3.8124875316745888,3.6980686606939126,no,0,yes,1,no,0,yes,1,no,0,2.329205032152611,no,0,furnished
Housing id -12459,3945067.415682791,14517.256298809056,5.273155156488498,3.318397072056397,3.7437057332866965,yes,1,yes,1,no,0,yes,1,no,0,0.47516150015086156,yes,1,unfurnished
Housing id -12460,5782114.637859206,8786.46142145152,4.423643056542146,3.1160758993913777,3.00776386083184,no,0,no,0,no,0,yes,1,yes,1,0.0705964379182793,no,0,unfurnished
Housing id -12461,6852048.230664443,15258.965407721125,1.261711742341955,3.6706098235784603,1.8523772729000147,no,0,no,0,yes,1,no,0,yes,1,0.846924805078361,yes,1,semi-furnished
Housing id -12462,13030335.25624178,3582.101461192119,5.993732562641317,2.9782696908968465,1.5920642426766194,no,0,no,0,no,0,no,0,yes,1,2.015326774396298,no,0,semi-furnished
Housing id -12463,7144643.367581253,14013.590518186225,2.6865137413585796,1.845182276244305,3.157664449081295,no,0,no,0,no,0,yes,1,yes,1,1.5960015294192176,yes,1,semi-furnished
Housing id -12464,9107984.737958256,11576.252679269139,2.2087876731446494,1.543678994836413,2.4018351094656434,no,0,yes,1,yes,1,yes,1,yes,1,1.336839476122547,no,0,semi-furnished
Housing id -12465,6813007.106306767,5258.061113608246,2.4319580730002808,2.7058784891628673,3.150204676302065,yes,1,yes,1,yes,1,yes,1,no,0,0.31941811355176863,no,0,semi-furnished
Housing id -12466,10381103.60831012,10741.934541183751,1.3477688482690877,1.237325330074517,3.482961936057502,yes,1,yes,1,no,0,no,0,yes,1,2.1918951180136745,yes,1,semi-furnished
Housing id -12467,8072031.698306799,9071.90204153742,3.0390057467817595,3.0903557333372116,2.161356867561211,no,0,yes,1,no,0,no,0,yes,1,1.4086013376963935,yes,1,semi-furnished
Housing id -12468,3387573.53004558,8257.365881937985,1.1688683398606439,2.230289612607546,3.4927297352788247,no,0,yes,1,no,0,no,0,yes,1,2.7262450105928395,yes,1,unfurnished
Housing id -12469,8947555.754317258,5555.023104857775,1.274213330355448,2.8883273837419567,3.7922116809271875,yes,1,yes,1,yes,1,no,0,no,0,0.0971137860545086,no,0,semi-furnished
Housing id -12470,7818327.423450304,7102.424024535898,4.894458068944207,3.0136258871653356,2.247818874521097,no,0,no,0,yes,1,yes,1,yes,1,1.6530045462104672,yes,1,furnished
Housing id -12471,2741557.812735908,12925.487927543629,5.1692446193103745,2.9185727674419706,1.9456806725221618,no,0,no,0,no,0,yes,1,no,0,0.12048082761944123,no,0,semi-furnished
Housing id -12472,3490023.638384207,9495.97842794704,4.844625526358391,3.052907065522798,1.899642499732861,yes,1,yes,1,yes,1,no,0,no,0,2.431780823884151,yes,1,semi-furnished
Housing id -12473,11516820.20656971,8039.654126039732,4.909813533328067,1.4270023792741657,3.3962314535369087,no,0,yes,1,no,0,no,0,no,0,0.8208768087096461,yes,1,furnished
Housing id -12474,2047695.4686725037,2218.2671588789417,1.781645131469334,1.1270954373685154,3.1555058844310637,yes,1,yes,1,no,0,yes,1,yes,1,0.5528059095352142,no,0,unfurnished
Housing id -12475,12810031.675675988,7456.263612077969,4.080667276817674,3.914794029659582,2.6588583902398746,no,0,yes,1,yes,1,yes,1,yes,1,0.6909689072201604,yes,1,semi-furnished
Housing id -12476,2472021.727762383,14343.937832505631,3.714530339168024,2.153698552817791,2.2230243320598877,no,0,no,0,no,0,yes,1,yes,1,1.7186569087907766,no,0,semi-furnished
Housing id -12477,4889857.379803816,7419.187036271586,3.124653835265096,2.9125419521368587,1.3208268635700637,no,0,yes,1,no,0,no,0,no,0,0.30851274949855556,yes,1,furnished
Housing id -12478,9862937.101035029,5544.980531888765,2.150376710223564,1.0013606741191494,3.01977976830048,yes,1,no,0,yes,1,yes,1,yes,1,1.6515576550646751,no,0,unfurnished
Housing id -12479,10740965.580030192,6687.240802031927,1.8879261079143723,1.9489517915628896,3.012031944224383,yes,1,no,0,no,0,yes,1,yes,1,1.141586465552526,no,0,furnished
Housing id -12480,11592983.423113003,2760.7745956618487,4.948287577300194,1.7809401475909485,3.3152336632275223,no,0,yes,1,yes,1,no,0,yes,1,1.8998460604851868,no,0,semi-furnished
Housing id -12481,9532239.352924027,1707.2917264419166,2.4803748071357115,2.7306582863394,3.2186314259140567,no,0,no,0,yes,1,no,0,yes,1,0.9927350161267617,no,0,unfurnished
Housing id -12482,6689328.311271555,7937.059513724616,3.875883674867743,2.300498078800116,3.1288420624829616,yes,1,yes,1,yes,1,yes,1,no,0,2.3903549534164474,no,0,semi-furnished
Housing id -12483,3395462.715102881,6443.100908781031,4.247052644958366,1.9259035002967637,1.6718830932013462,no,0,yes,1,no,0,no,0,no,0,0.10267857739258468,yes,1,semi-furnished
Housing id -12484,3964894.5026301253,9037.272865778501,2.7981720548765234,1.3286371149519143,3.52234055630066,yes,1,no,0,yes,1,no,0,no,0,0.7282962816748333,no,0,unfurnished
Housing id -12485,3990443.8231614265,10585.819912025268,4.795664573043044,2.4872039663307017,2.6439687959966647,no,0,yes,1,yes,1,no,0,yes,1,0.8863417468490953,yes,1,unfurnished
Housing id -12486,4571181.451618282,4410.117337276709,1.5775320898479364,3.037156671425802,3.5651947778662834,yes,1,no,0,no,0,no,0,yes,1,1.4019130451437414,no,0,unfurnished
Housing id -12487,5366382.659146477,14815.025506461301,2.3962981146881948,1.2623297741705692,2.7439168148254094,yes,1,yes,1,yes,1,yes,1,no,0,1.377365698016606,yes,1,semi-furnished
Housing id -12488,6072644.988326426,11966.54745029396,1.445933000604929,3.760166588032288,1.1926902560180914,no,0,yes,1,yes,1,yes,1,no,0,1.6056613988772181,no,0,semi-furnished
Housing id -12489,6893493.350034717,9589.871307540094,1.3875219874776281,3.9399664482601473,2.77311426498675,no,0,no,0,yes,1,no,0,yes,1,2.3631055774300935,yes,1,furnished
Housing id -12490,5038475.101647332,5541.792733433829,4.994102179056098,1.2442465757903451,3.6922468136728654,yes,1,yes,1,no,0,yes,1,no,0,2.8702787652930826,yes,1,furnished
Housing id -12491,2059375.9534451175,13618.162262160882,1.816468728107222,1.2395193247088732,2.517559250031455,yes,1,no,0,no,0,yes,1,yes,1,0.8536631441542879,no,0,semi-furnished
Housing id -12492,12271797.486421524,13843.363422577633,4.3875899207749205,2.5264314349525803,3.738279209428001,no,0,no,0,no,0,yes,1,no,0,0.6235587961810068,yes,1,semi-furnished
Housing id -12493,3672505.5066602677,14705.7677464296,3.213551882691048,1.670860181715288,1.383480357355372,yes,1,no,0,no,0,no,0,yes,1,2.0576744580673845,no,0,furnished
Housing id -12494,2224371.7427972816,15921.437795413754,3.6569707339571806,3.551616943355128,2.351993943363489,yes,1,yes,1,yes,1,yes,1,yes,1,1.287629837509178,yes,1,unfurnished
Housing id -12495,4045137.851485389,6533.30402887398,1.9007199566570168,2.5693403049401895,1.7264170428113466,yes,1,yes,1,yes,1,yes,1,no,0,1.6591562073135622,yes,1,furnished
Housing id -12496,3375418.1049280223,13047.079352613635,5.022001294409102,1.9442399264015395,2.385301071009371,yes,1,no,0,no,0,yes,1,yes,1,2.722593618116234,yes,1,unfurnished
Housing id -12497,4089371.2665341534,9832.981470066326,4.023278231646449,3.655774049674267,1.1363300689894953,no,0,yes,1,no,0,no,0,no,0,2.899153164391701,yes,1,furnished
Housing id -12498,2753589.2255155714,3499.2470006400044,3.401114158171146,1.3125050978782506,1.786549754712462,no,0,no,0,no,0,no,0,yes,1,2.6324065224270363,no,0,semi-furnished
Housing id -12499,7059890.259823807,2511.0863763707302,4.991557989245065,1.3195888414798123,3.761141809275815,yes,1,no,0,yes,1,yes,1,yes,1,2.0724523429849775,yes,1,furnished
Housing id -12500,3398058.251183015,4437.128286529176,5.089398777625074,1.4877306734651468,3.472123165355999,no,0,yes,1,no,0,no,0,yes,1,2.7623297514589304,no,0,furnished
Housing id -12501,5693049.332394902,6056.692309446208,2.381598039755714,1.907879965495479,1.6494466388532354,yes,1,no,0,yes,1,no,0,no,0,2.3083239613260393,yes,1,furnished
Housing id -12502,10255049.828053763,15989.075874010234,5.464993269672687,2.466694990672791,3.3448029752004964,no,0,yes,1,yes,1,yes,1,no,0,1.2001623518451434,no,0,unfurnished
Housing id -12503,11051940.069281943,3228.343433075019,1.2387353391838425,3.5665812414249842,3.9466841061110554,no,0,no,0,no,0,yes,1,no,0,1.6987953992190068,yes,1,semi-furnished
Housing id -12504,6092497.142715449,4975.88902413861,2.611340294355801,3.3003120381331192,2.2896920968935173,yes,1,yes,1,yes,1,no,0,no,0,2.7666785321424965,no,0,unfurnished
Housing id -12505,9451619.676632803,8927.491598683268,1.4975881120952659,3.606769699587905,2.9439128374088597,no,0,no,0,yes,1,yes,1,yes,1,1.0525977360250591,yes,1,furnished
Housing id -12506,12651947.095361296,1992.9811335135487,2.6840416957933484,3.531995585311132,2.4327285979013036,yes,1,yes,1,yes,1,no,0,no,0,2.574454065368275,yes,1,semi-furnished
Housing id -12507,11634259.757298162,8087.865898814689,1.2788185706503583,3.6349693604494404,3.7757095838343795,yes,1,yes,1,yes,1,yes,1,yes,1,0.5414503807372018,no,0,furnished
Housing id -12508,3174494.683979624,2967.8066334469486,1.123510829076559,2.5417177708782837,3.0541165557166186,no,0,no,0,yes,1,no,0,no,0,1.1763001896258505,yes,1,furnished
Housing id -12509,5927945.421614273,10882.533903869358,5.636290957470416,3.3290842419793485,3.8284098302764082,no,0,yes,1,no,0,yes,1,no,0,2.2881192138957953,yes,1,unfurnished
Housing id -12510,8356709.97968766,3979.9351867716773,4.456513460962956,1.511783925761075,2.2599229527581337,yes,1,no,0,no,0,yes,1,no,0,1.5593556495453513,no,0,furnished
Housing id -12511,12844687.147941167,2627.2080198323983,4.477966994072475,3.343125561586879,2.7336525217278593,no,0,yes,1,yes,1,no,0,yes,1,0.9255128012680955,yes,1,semi-furnished
Housing id -12512,4900047.436230749,15228.865713578514,1.7653006333162633,1.7645749705914655,3.476461394205887,no,0,yes,1,no,0,yes,1,no,0,1.330058858134575,no,0,furnished
Housing id -12513,6943460.573083728,3172.2662835937354,3.4983105447858684,3.621948013235123,1.0166662726788236,no,0,no,0,no,0,yes,1,yes,1,2.9291789919421545,no,0,unfurnished
Housing id -12514,9424588.33893608,10200.170703138037,3.6824784945646445,1.2272643270583066,3.5455951632853444,yes,1,no,0,no,0,yes,1,yes,1,0.469703196794932,yes,1,furnished
Housing id -12515,3901805.595582786,3671.5116410936084,5.004458971948553,3.339265056293602,2.4752804488382623,yes,1,no,0,no,0,yes,1,no,0,1.7942259580156492,no,0,unfurnished
Housing id -12516,12966032.881761486,7672.000400843568,4.792673322174675,3.808401809296702,2.1120286076893704,no,0,yes,1,yes,1,yes,1,no,0,2.649997385509824,yes,1,unfurnished
Housing id -12517,8903110.939355422,14963.934734410288,5.5311718380051325,1.291523714847405,2.960592489287085,no,0,yes,1,yes,1,no,0,no,0,1.786397118578605,yes,1,semi-furnished
Housing id -12518,2228466.7051652316,4747.327832535622,2.816850250496429,3.154300513123132,3.4348830909941577,no,0,yes,1,no,0,yes,1,yes,1,2.2471830525379293,yes,1,furnished
Housing id -12519,10901966.893330267,14033.203022858312,4.879620428748255,2.8502411968704555,1.1243868127568408,yes,1,yes,1,no,0,no,0,yes,1,1.5566543940813884,no,0,unfurnished
Housing id -12520,5042732.590482693,6491.543753782705,4.350505633431567,3.3387615042181573,1.6610697574672664,yes,1,yes,1,no,0,yes,1,yes,1,2.307630000791464,no,0,semi-furnished
Housing id -12521,6312388.166001177,7936.9528302813205,4.32437796675702,1.4474762707650175,3.941901238121402,yes,1,no,0,yes,1,no,0,no,0,2.222537498488965,no,0,semi-furnished
Housing id -12522,6387303.25976841,14797.628411256117,1.7404975435276002,2.1901911195105765,3.3910539968947004,no,0,yes,1,yes,1,no,0,yes,1,1.6635657264971508,no,0,unfurnished
Housing id -12523,11737410.221025676,3646.198308136688,3.3136060105537792,3.731359741412394,2.3806697895009905,no,0,no,0,no,0,yes,1,yes,1,0.2997317948750138,no,0,semi-furnished
Housing id -12524,5677676.817636561,8869.16247780835,4.825062896928644,1.9377182825892008,1.1269109417057899,no,0,no,0,yes,1,no,0,no,0,1.2877189452716016,no,0,furnished
Housing id -12525,3369000.2456232393,16033.118809413727,5.249113882693311,3.376975397308782,3.485403958009303,yes,1,yes,1,no,0,no,0,yes,1,2.8399002726718496,no,0,furnished
Housing id -12526,12894784.339187657,5171.12544182861,1.3483802698386318,2.328431861597943,3.971551802935377,no,0,no,0,yes,1,yes,1,no,0,0.6869706883227116,yes,1,furnished
Housing id -12527,8389639.801372971,1761.4726207846597,1.6328599038941074,3.0004343304415055,1.3881473429194169,yes,1,yes,1,yes,1,yes,1,no,0,2.3643705506265027,yes,1,unfurnished
Housing id -12528,7767015.738372607,7529.977986335008,3.093259722848972,1.1837921014537263,3.5029432752790592,no,0,no,0,no,0,yes,1,no,0,0.11191152936538773,yes,1,furnished
Housing id -12529,11335647.139138479,6527.034087704741,2.6165408519707922,2.409516927375893,2.820477205515471,no,0,no,0,no,0,yes,1,yes,1,0.3928701669944691,yes,1,semi-furnished
Housing id -12530,7178789.117544242,5717.816571434498,5.557492316332491,2.3103502106066443,2.8312590161823796,yes,1,yes,1,no,0,no,0,no,0,1.5735304555097338,yes,1,unfurnished
Housing id -12531,11211262.860457692,11486.450337364438,3.920832251517829,2.912601389092921,1.5234752760199326,yes,1,yes,1,no,0,yes,1,no,0,0.5269877808003232,yes,1,furnished
Housing id -12532,10119570.754893392,6829.58481724051,4.174737341388132,3.040146365103064,3.8234235920229525,yes,1,yes,1,yes,1,yes,1,no,0,0.3708395359322375,no,0,unfurnished
Housing id -12533,8888238.463310812,10505.026862630933,1.6885024415624303,3.8267717119081017,1.2255822070604907,no,0,no,0,no,0,no,0,no,0,2.914142896118641,yes,1,furnished
Housing id -12534,5507760.66279203,15742.623124719341,1.747955727328275,1.9815487226281705,2.6504257356714245,yes,1,no,0,yes,1,yes,1,yes,1,1.5337346045201636,no,0,furnished
Housing id -12535,5408735.447426591,4608.27257705555,3.201733485173981,1.2488709756372973,1.8370711440850327,no,0,no,0,yes,1,no,0,no,0,2.7226331331742823,yes,1,furnished
Housing id -12536,10485288.875327347,7957.248561643112,1.5352628646408637,2.68268290150202,3.251120561707653,no,0,yes,1,no,0,no,0,no,0,0.8378218184783713,yes,1,furnished
Housing id -12537,3314469.9870811533,9734.025716322823,2.3193723523492142,1.0984381433150814,3.945980462921819,no,0,no,0,no,0,yes,1,yes,1,2.73651136413557,yes,1,furnished
Housing id -12538,9872754.31617099,8897.291363423374,4.9778235549023435,3.4661287879328464,2.6334692950498173,no,0,yes,1,no,0,no,0,yes,1,0.0182787865237537,yes,1,furnished
Housing id -12539,3914939.7774079894,15081.704693970083,3.7803665944042564,3.8493002292890846,2.166090646808529,yes,1,no,0,yes,1,yes,1,yes,1,0.1999971051313605,yes,1,unfurnished
Housing id -12540,9676892.80775031,7662.091251505073,1.5325778133119847,2.3155016142260534,3.097120163392541,no,0,yes,1,yes,1,no,0,no,0,0.9806927641833397,no,0,unfurnished
Housing id -12541,6748807.574414525,6552.479687577793,3.134961018010642,1.8823814697068189,3.0760414481880485,no,0,no,0,no,0,yes,1,yes,1,2.038747805518219,yes,1,furnished
Housing id -12542,9031412.158228673,8245.2461591155,3.151469252173835,2.488718559566609,3.535538747724216,no,0,no,0,yes,1,no,0,no,0,0.4824329295122888,no,0,furnished
Housing id -12543,3384033.1288511525,10583.123937080507,2.1997198099321777,3.608576986303076,1.676937895592233,no,0,no,0,yes,1,yes,1,yes,1,0.9114242786029243,no,0,semi-furnished
Housing id -12544,5447610.003388903,10198.502405152443,5.31619479977552,2.688798779834092,1.0740924493741901,no,0,no,0,yes,1,no,0,no,0,2.37483124607246,yes,1,furnished
Housing id -12545,4756704.040743027,6920.429977713101,5.519978429338337,3.642354507453025,3.6087223557152774,no,0,no,0,yes,1,no,0,no,0,0.5489691167233821,yes,1,furnished
Housing id -12546,8903905.950582657,7681.423551531179,1.383289561338671,1.5077780709556947,3.2531560314378742,no,0,yes,1,no,0,yes,1,yes,1,2.6716012730156034,yes,1,semi-furnished
Housing id -12547,8966992.323934436,4831.373439257353,3.1974353129138997,2.975400455968218,1.4722823208187616,no,0,yes,1,no,0,yes,1,no,0,0.39829485065874703,no,0,unfurnished
Housing id -12548,4938193.134872162,9091.982392988664,2.0443557231947818,1.1098261632924111,3.1617851921595594,no,0,yes,1,no,0,no,0,no,0,2.417093640305829,yes,1,unfurnished
Housing id -12549,5255091.745357473,2442.6162333052703,4.9897110155398305,2.1468191272327855,1.7124616292821997,yes,1,yes,1,no,0,no,0,yes,1,2.890225238202636,yes,1,furnished
Housing id -12550,12647912.999093326,13169.97395150569,2.8995587603307165,2.2067358253437996,1.6985307232957998,no,0,yes,1,no,0,yes,1,yes,1,2.7377613226975277,no,0,unfurnished
Housing id -12551,4936888.848922661,2638.9676836665526,2.7785102574337337,1.642366342334031,1.1100444354066803,yes,1,yes,1,yes,1,no,0,yes,1,1.8928877470143037,yes,1,furnished
Housing id -12552,5630803.270153517,12134.102794310766,1.2036189582854853,1.5395568170568146,3.194965048685409,no,0,no,0,no,0,no,0,no,0,1.0948050903370532,no,0,semi-furnished
Housing id -12553,11609538.313414132,7480.492489353928,2.6823335832392745,3.3783105221155423,2.0568877659061124,no,0,yes,1,yes,1,yes,1,yes,1,2.7279131464574076,no,0,unfurnished
Housing id -12554,3485553.631294351,15777.334793277552,3.001565297402344,2.728218559293494,1.2414701332963025,no,0,yes,1,yes,1,yes,1,yes,1,0.08919720048424895,yes,1,unfurnished
Housing id -12555,6568634.486962317,13036.039048196311,4.619749445922125,3.0919961901317987,2.0681150607570142,no,0,no,0,no,0,no,0,yes,1,1.681911103646024,yes,1,furnished
Housing id -12556,4012917.3457949874,9399.12841912406,5.827141224092662,2.8912843444756366,2.931675676575213,no,0,no,0,yes,1,yes,1,no,0,0.6292422610633238,yes,1,furnished
Housing id -12557,8000320.211401264,13281.752897277462,5.209410495818464,1.0356343620403765,2.1980877775351955,no,0,no,0,yes,1,yes,1,no,0,1.3126916856768587,no,0,unfurnished
Housing id -12558,10068718.915594192,14837.441700043033,5.424677455340765,1.7568797896323758,1.6518834603189232,yes,1,yes,1,yes,1,no,0,yes,1,0.8959488882427227,no,0,semi-furnished
Housing id -12559,9236915.405953327,2757.390992790476,3.0874653042755247,1.1989998671480535,1.9718893507372663,yes,1,no,0,no,0,yes,1,yes,1,0.6790306453584094,yes,1,unfurnished
Housing id -12560,6811756.32671079,6029.276428969628,2.327211225767317,3.208311881787432,3.7979326621905,yes,1,yes,1,no,0,yes,1,yes,1,1.2886405479326928,yes,1,furnished
Housing id -12561,5539221.652165841,6293.164857260256,3.53808568525776,3.672381390941965,1.2886124217557566,yes,1,yes,1,yes,1,no,0,no,0,0.6807297908750092,yes,1,furnished
Housing id -12562,12435621.80238117,13362.075028281686,2.8895361975864895,2.764006570313935,3.9370095976398667,no,0,no,0,no,0,yes,1,yes,1,0.5066861342017969,yes,1,unfurnished
Housing id -12563,12462162.752123415,9746.021842249977,3.234457321879707,3.975163595160738,2.0158170733511738,yes,1,no,0,no,0,no,0,no,0,1.7159837248899779,no,0,semi-furnished
Housing id -12564,9458877.4509507,6967.437465260881,1.0470695296993384,3.6427114138947165,2.385007654498424,no,0,yes,1,no,0,no,0,no,0,2.748867112971056,no,0,unfurnished
Housing id -12565,4718931.9637413835,7874.005740893898,4.198754150565351,2.502862693452568,1.6359499080082984,yes,1,no,0,yes,1,no,0,no,0,0.7941189514815705,yes,1,furnished
Housing id -12566,13191407.924667168,16075.803941769473,3.9955992272158536,3.25376464126968,2.4843400092493244,yes,1,no,0,yes,1,yes,1,no,0,0.7063299036942297,yes,1,semi-furnished
Housing id -12567,9169497.42330803,4271.914777534375,1.6996647396744522,1.3844371643664197,3.089798597720584,yes,1,yes,1,no,0,yes,1,no,0,2.3917397603428787,yes,1,unfurnished
Housing id -12568,7654703.849680032,3396.455589615321,5.914029119848734,2.4111824254286183,2.342009270973482,no,0,no,0,no,0,no,0,yes,1,1.9032832527536738,yes,1,semi-furnished
Housing id -12569,2502457.9855582784,13131.427109539616,5.578506042688379,2.4005373099976235,3.244085594100863,yes,1,yes,1,no,0,yes,1,yes,1,1.0341792477660734,yes,1,unfurnished
